,日付け,oil_price,stock_price
735,2017年12月15日,57.3,22553.22
736,2017年12月14日,57.04,22694.45
737,2017年12月13日,56.6,22758.07
738,2017年12月12日,57.14,22866.17
739,2017年12月11日,57.99,22938.73
740,2017年12月08日,57.36,22811.08
741,2017年12月07日,56.69,22498.03
742,2017年12月06日,55.96,22177.04
743,2017年12月05日,57.62,22622.38
744,2017年12月04日,57.47,22707.16
745,2017年12月01日,58.36,22819.03
746,2017年11月30日,57.4,22724.96
747,2017年11月29日,57.3,22597.20
748,2017年11月28日,57.99,22486.24
749,2017年11月27日,58.11,22495.99
750,2017年11月24日,58.95,22550.85
751,2017年11月22日,58.02,22523.15
752,2017年11月21日,56.83,22416.48
753,2017年11月20日,56.09,22261.76
754,2017年11月17日,56.55,22396.80
755,2017年11月16日,55.14,22351.12
756,2017年11月15日,55.33,22028.32
757,2017年11月14日,55.7,22380.01
758,2017年11月13日,56.76,22380.99
759,2017年11月10日,56.74,22681.42
760,2017年11月09日,57.17,22868.71
761,2017年11月08日,56.81,22913.82
762,2017年11月07日,57.2,22937.60
763,2017年11月06日,57.35,22548.35
764,2017年11月02日,54.54,22539.12
765,2017年11月01日,54.3,22420.08
766,2017年10月31日,54.38,22011.61
767,2017年10月30日,54.15,22011.67
768,2017年10月27日,53.9,22008.45
769,2017年10月26日,52.64,21739.78
770,2017年10月25日,52.18,21707.62
771,2017年10月24日,52.47,21805.17
772,2017年10月23日,51.9,21696.65
773,2017年10月20日,51.47,21457.64
774,2017年10月19日,51.29,21448.52
775,2017年10月18日,52.04,21363.05
776,2017年10月17日,51.88,21336.12
777,2017年10月16日,51.87,21255.56
778,2017年10月13日,51.45,21155.18
779,2017年10月12日,50.6,20954.72
780,2017年10月11日,51.3,20881.27
781,2017年10月10日,50.92,20823.51
782,2017年10月06日,49.29,20690.71
783,2017年10月05日,50.79,20628.56
784,2017年10月04日,49.98,20626.66
785,2017年10月03日,50.42,20614.07
786,2017年10月02日,50.58,20400.78
787,2017年09月29日,51.67,20356.28
788,2017年09月28日,51.56,20363.11
789,2017年09月27日,52.14,20267.05
790,2017年09月26日,51.88,20330.19
791,2017年09月25日,52.22,20397.58
792,2017年09月22日,50.66,20296.45
793,2017年09月21日,50.55,20347.48
794,2017年09月20日,50.41,20310.46
795,2017年09月19日,49.48,20299.38
796,2017年09月18日,49.91,20126.00
797,2017年09月15日,49.89,19909.50
798,2017年09月14日,49.89,19807.44
799,2017年09月13日,49.3,19865.82
800,2017年09月12日,48.23,19776.62
801,2017年09月11日,48.07,19545.77
802,2017年09月08日,47.48,19274.82
803,2017年09月07日,49.09,19396.52
804,2017年09月06日,49.16,19357.97
805,2017年09月05日,48.66,19385.81
806,2017年09月04日,47.41,19508.25
807,2017年09月03日,47.32,19601.50
808,2017年09月01日,47.29,19691.47
809,2017年08月31日,47.23,19646.24
810,2017年08月30日,45.96,19506.54
811,2017年08月29日,46.44,19362.55
812,2017年08月28日,46.57,19449.90
813,2017年08月25日,47.87,19452.61
814,2017年08月24日,47.43,19353.77
815,2017年08月23日,48.41,19434.64
816,2017年08月22日,47.64,19383.84
817,2017年08月21日,47.37,19393.13
818,2017年08月18日,48.51,19470.41
819,2017年08月17日,47.09,19702.63
820,2017年08月16日,46.78,19729.28
821,2017年08月15日,47.55,19753.31
822,2017年08月14日,47.59,19537.10
823,2017年08月10日,48.59,19729.74
824,2017年08月09日,49.56,19738.71
825,2017年08月08日,49.17,19996.01
826,2017年08月07日,49.39,20055.89
827,2017年08月04日,49.58,19952.33
828,2017年08月03日,49.03,20029.26
829,2017年08月02日,49.59,20080.04
830,2017年08月01日,49.16,19985.79
831,2017年07月31日,50.17,19925.18
832,2017年07月28日,49.71,19959.84
833,2017年07月27日,49.04,20079.64
834,2017年07月26日,48.75,20050.16
835,2017年07月25日,47.89,19955.20
836,2017年07月24日,46.34,19975.67
837,2017年07月21日,45.77,20099.75
838,2017年07月20日,46.79,20144.59
839,2017年07月19日,47.12,20020.86
840,2017年07月18日,46.4,19999.91
841,2017年07月17日,46.02,20063.50
842,2017年07月14日,46.54,20118.86
843,2017年07月13日,46.08,20099.81
844,2017年07月12日,45.49,20098.38
845,2017年07月11日,45.04,20195.48
846,2017年07月10日,44.4,20080.98
847,2017年07月07日,44.23,19929.09
848,2017年07月06日,45.52,19994.06
849,2017年07月05日,45.13,20081.63
850,2017年07月04日,47.13,20032.35
851,2017年07月03日,47.07,20055.80
852,2017年06月30日,46.04,20033.43
853,2017年06月29日,44.93,20220.30
854,2017年06月28日,44.74,20130.41
855,2017年06月27日,44.24,20225.09
856,2017年06月26日,43.38,20153.35
857,2017年06月23日,43.01,20132.67
858,2017年06月22日,42.74,20110.51
859,2017年06月21日,42.53,20138.79
860,2017年06月20日,43.23,20230.41
861,2017年06月19日,44.2,20067.75
862,2017年06月16日,44.74,19943.26
863,2017年06月15日,44.46,19831.82
864,2017年06月14日,44.73,19883.52
865,2017年06月13日,46.46,19898.75
866,2017年06月12日,46.08,19908.58
867,2017年06月09日,45.83,20013.26
868,2017年06月08日,45.64,19909.26
869,2017年06月07日,45.72,19984.62
870,2017年06月06日,48.19,19979.90
871,2017年06月05日,47.4,20170.82
872,2017年06月02日,47.66,20177.28
873,2017年06月01日,48.36,19860.03
874,2017年05月31日,48.32,19650.57
875,2017年05月30日,49.66,19677.85
876,2017年05月29日,49.97,19682.57
877,2017年05月28日,49.94,19686.00
878,2017年05月26日,49.8,19686.84
879,2017年05月25日,48.9,19813.13
880,2017年05月24日,51.36,19742.98
881,2017年05月23日,51.47,19613.28
882,2017年05月22日,50.73,19678.28
883,2017年05月19日,50.33,19590.76
884,2017年05月18日,49.35,19553.86
885,2017年05月17日,49.07,19814.88
886,2017年05月16日,48.66,19919.82
887,2017年05月15日,48.85,19869.85
888,2017年05月12日,47.84,19883.90
889,2017年05月11日,47.83,19961.55
890,2017年05月10日,47.33,19900.09
891,2017年05月09日,45.88,19843.00
892,2017年05月08日,46.43,19895.70
893,2017年05月02日,47.66,19445.70
894,2017年05月01日,48.84,19310.52
895,2017年04月28日,49.33,19196.74
896,2017年04月27日,48.97,19251.87
897,2017年04月26日,49.62,19289.43
898,2017年04月25日,49.56,19079.33
899,2017年04月24日,49.23,18875.88
900,2017年04月21日,49.62,18620.75
901,2017年04月20日,50.27,18430.49
902,2017年04月19日,50.44,18432.20
903,2017年04月18日,52.41,18418.59
904,2017年04月17日,52.65,18355.26
905,2017年04月13日,53.18,18426.84
906,2017年04月12日,53.11,18552.61
907,2017年04月11日,53.4,18747.87
908,2017年04月10日,53.08,18797.88
909,2017年04月07日,52.24,18664.63
910,2017年04月06日,51.7,18597.06
911,2017年04月05日,51.15,18861.27
912,2017年04月04日,51.03,18810.25
913,2017年04月03日,50.24,18983.23
914,2017年03月31日,50.6,18909.26
915,2017年03月30日,50.35,19063.22
916,2017年03月29日,49.51,19217.48
917,2017年03月28日,48.37,19202.87
918,2017年03月27日,47.73,18985.59
919,2017年03月24日,47.97,19262.53
920,2017年03月23日,47.7,19085.31
921,2017年03月22日,48.04,19041.38
922,2017年03月21日,47.34,19455.88
923,2017年03月17日,48.78,19521.59
924,2017年03月16日,48.75,19590.14
925,2017年03月15日,48.86,19577.38
926,2017年03月14日,47.72,19609.50
927,2017年03月13日,48.4,19633.75
928,2017年03月10日,48.49,19604.61
929,2017年03月09日,49.28,19318.58
930,2017年03月08日,50.28,19254.03
931,2017年03月07日,53.14,19344.15
932,2017年03月06日,53.2,19379.14
933,2017年03月03日,53.33,19469.17
934,2017年03月02日,52.61,19564.80
935,2017年03月01日,53.83,19393.54
936,2017年02月28日,54.01,19118.99
937,2017年02月27日,54.05,19107.47
938,2017年02月24日,53.99,19283.54
939,2017年02月23日,54.45,19371.46
940,2017年02月22日,53.59,19379.87
941,2017年02月21日,54.06,19381.44
942,2017年02月20日,53.97,19251.08
943,2017年02月17日,53.4,19234.62
944,2017年02月16日,53.36,19347.53
945,2017年02月15日,53.11,19437.98
946,2017年02月14日,53.2,19238.98
947,2017年02月13日,52.93,19459.15
948,2017年02月10日,53.86,19378.93
949,2017年02月09日,53.0,18907.67
950,2017年02月08日,52.34,19007.60
951,2017年02月07日,52.17,18910.78
952,2017年02月06日,53.01,18976.71
953,2017年02月03日,53.83,18918.20
954,2017年02月02日,53.54,18914.58
955,2017年02月01日,53.88,19148.08
956,2017年01月31日,52.81,19041.34
957,2017年01月30日,52.63,19368.85
958,2017年01月27日,53.17,19467.40
959,2017年01月26日,53.78,19402.39
960,2017年01月25日,52.75,19057.50
961,2017年01月24日,53.18,18787.99
962,2017年01月23日,52.75,18891.03
963,2017年01月20日,52.42,19137.91
964,2017年01月19日,51.37,19072.25
965,2017年01月18日,51.08,18894.37
966,2017年01月17日,52.48,18813.53
967,2017年01月16日,52.52,19095.24
968,2017年01月13日,52.37,19287.28
969,2017年01月12日,53.01,19134.70
970,2017年01月11日,52.25,19364.67
971,2017年01月10日,50.82,19301.44
972,2017年01月06日,53.99,19454.33
973,2017年01月05日,53.76,19520.69
974,2017年01月04日,53.26,19594.16
975,2016年12月30日,53.72,19114.37
976,2016年12月29日,53.77,19145.14
977,2016年12月28日,54.06,19401.72
978,2016年12月27日,53.9,19403.06
979,2016年12月26日,53.19,19396.64
980,2016年12月22日,52.95,19427.67
981,2016年12月21日,52.49,19444.49
982,2016年12月20日,52.23,19494.53
983,2016年12月19日,52.12,19391.60
984,2016年12月16日,51.9,19401.15
985,2016年12月15日,50.9,19273.79
986,2016年12月14日,51.04,19253.61
987,2016年12月13日,52.98,19250.52
988,2016年12月12日,52.83,19155.03
989,2016年12月09日,51.5,18996.37
990,2016年12月08日,50.84,18765.47
991,2016年12月07日,49.77,18496.69
992,2016年12月06日,50.93,18360.54
993,2016年12月05日,51.79,18274.99
994,2016年12月02日,51.68,18426.08
995,2016年12月01日,51.06,18513.12
996,2016年11月30日,49.44,18308.48
997,2016年11月29日,45.23,18307.04
998,2016年11月28日,47.08,18356.89
999,2016年11月25日,46.06,18381.22
1000,2016年11月24日,47.98,18333.41
1001,2016年11月22日,48.03,18162.94
1002,2016年11月21日,47.49,18106.02
1003,2016年11月18日,45.69,17967.41
1004,2016年11月17日,45.42,17862.63
1005,2016年11月16日,45.57,17862.21
1006,2016年11月15日,45.81,17668.15
1007,2016年11月14日,43.32,17672.62
1008,2016年11月11日,43.41,17374.79
1009,2016年11月10日,44.66,17344.42
1010,2016年11月09日,45.27,16251.54
1011,2016年11月08日,44.98,17171.38
1012,2016年11月07日,44.89,17177.21
1013,2016年11月04日,44.07,16905.36
1014,2016年11月02日,45.34,17134.68
1015,2016年11月01日,46.67,17442.40
1016,2016年10月31日,46.86,17425.02
1017,2016年10月28日,48.7,17446.41
1018,2016年10月27日,49.72,17336.42
1019,2016年10月26日,49.18,17391.84
1020,2016年10月25日,49.96,17365.25
1021,2016年10月24日,50.52,17234.42
1022,2016年10月21日,50.85,17184.59
1023,2016年10月20日,50.43,17235.50
1024,2016年10月19日,51.6,16998.91
1025,2016年10月18日,50.29,16963.61
1026,2016年10月17日,49.94,16900.12
1027,2016年10月14日,50.35,16856.37
1028,2016年10月13日,50.44,16774.24
1029,2016年10月12日,50.18,16840.00
1030,2016年10月11日,50.79,17024.76
1031,2016年10月07日,49.81,16860.09
1032,2016年10月06日,50.44,16899.10
1033,2016年10月05日,49.83,16819.24
1034,2016年10月04日,48.69,16735.65
1035,2016年10月03日,48.81,16598.67
1036,2016年09月30日,48.24,16449.84
1037,2016年09月29日,47.83,16693.71
1038,2016年09月28日,47.05,16465.40
1039,2016年09月27日,44.67,16683.93
1040,2016年09月26日,45.93,16544.56
1041,2016年09月23日,44.48,16754.02
1042,2016年09月21日,45.34,16807.62
1043,2016年09月20日,43.44,16492.15
1044,2016年09月16日,43.03,16519.29
1045,2016年09月15日,43.91,16405.01
1046,2016年09月14日,43.58,16614.24
1047,2016年09月13日,44.9,16729.04
1048,2016年09月12日,46.29,16672.92
1049,2016年09月09日,45.88,16965.76
1050,2016年09月08日,47.62,16958.77
1051,2016年09月07日,45.5,17012.44
1052,2016年09月06日,44.83,17081.98
1053,2016年09月05日,45.07,17037.63
1054,2016年09月02日,44.44,16925.68
1055,2016年09月01日,43.16,16926.84
1056,2016年08月31日,44.7,16887.40
1057,2016年08月30日,46.35,16725.36
1058,2016年08月29日,46.98,16737.49
1059,2016年08月26日,47.64,16360.71
1060,2016年08月25日,47.33,16555.95
1061,2016年08月24日,46.77,16597.30
1062,2016年08月23日,48.1,16497.36
1063,2016年08月22日,47.05,16598.19
1064,2016年08月19日,48.52,16545.82
1065,2016年08月18日,48.22,16486.01
1066,2016年08月17日,46.79,16745.64
1067,2016年08月16日,46.58,16596.51
1068,2016年08月15日,45.74,16869.56
1069,2016年08月12日,44.49,16919.92
1070,2016年08月10日,41.71,16735.12
1071,2016年08月09日,42.77,16764.97
1072,2016年08月08日,43.02,16650.57
1073,2016年08月05日,41.8,16254.45
1074,2016年08月04日,41.93,16254.89
1075,2016年08月03日,40.83,16083.11
1076,2016年08月02日,39.51,16391.45
1077,2016年08月01日,40.06,16635.77
1078,2016年07月29日,41.6,16569.27
1079,2016年07月28日,41.14,16476.84
1080,2016年07月27日,41.92,16664.82
1081,2016年07月26日,42.92,16383.04
1082,2016年07月25日,43.13,16620.29
1083,2016年07月22日,44.19,16627.25
1084,2016年07月21日,44.75,16810.22
1085,2016年07月20日,44.94,16681.89
1086,2016年07月19日,44.65,16723.31
1087,2016年07月15日,45.95,16497.85
1088,2016年07月14日,45.68,16385.89
1089,2016年07月13日,44.75,16231.43
1090,2016年07月12日,46.8,16095.65
1091,2016年07月11日,44.76,15708.82
1092,2016年07月08日,45.41,15106.98
1093,2016年07月07日,45.14,15276.24
1094,2016年07月06日,47.43,15378.99
1095,2016年07月05日,46.6,15669.33
1096,2016年07月04日,48.65,15775.80
1097,2016年07月01日,48.99,15682.48
1098,2016年06月30日,48.33,15575.92
1099,2016年06月29日,49.88,15566.83
1100,2016年06月28日,47.85,15323.14
1101,2016年06月27日,46.33,15309.21
1102,2016年06月24日,47.64,14952.02
1103,2016年06月23日,50.11,16238.35
1104,2016年06月22日,49.13,16065.72
1105,2016年06月21日,48.85,16169.11
1106,2016年06月20日,49.37,15965.30
1107,2016年06月17日,47.98,15599.66
1108,2016年06月16日,46.21,15434.14
1109,2016年06月15日,48.01,15919.58
1110,2016年06月14日,48.49,15859.00
1111,2016年06月13日,48.88,16019.18
1112,2016年06月10日,49.07,16601.36
1113,2016年06月09日,50.56,16668.41
1114,2016年06月08日,51.23,16830.92
1115,2016年06月07日,50.36,16675.45
1116,2016年06月06日,49.69,16580.03
1117,2016年06月03日,48.62,16642.23
1118,2016年06月02日,49.17,16562.55
1119,2016年06月01日,49.01,16955.73
1120,2016年05月31日,49.1,17234.98
1121,2016年05月30日,49.51,17068.02
1122,2016年05月27日,49.33,16834.84
1123,2016年05月26日,49.48,16772.46
1124,2016年05月25日,49.56,16757.35
1125,2016年05月24日,48.62,16498.76
1126,2016年05月23日,48.08,16654.60
1127,2016年05月20日,47.75,16736.35
1128,2016年05月19日,48.16,16646.66
1129,2016年05月18日,48.19,16644.69
1130,2016年05月17日,48.31,16652.80
1131,2016年05月16日,47.72,16466.40
1132,2016年05月13日,46.21,16412.21
1133,2016年05月12日,46.7,16646.34
1134,2016年05月11日,46.23,16579.01
1135,2016年05月10日,44.66,16565.19
1136,2016年05月09日,43.44,16216.03
1137,2016年05月06日,44.66,16106.72
1138,2016年05月02日,44.78,16147.38
1139,2016年04月28日,46.03,16666.05
1140,2016年04月27日,45.33,17290.49
1141,2016年04月26日,44.04,17353.28
1142,2016年04月25日,42.64,17439.30
1143,2016年04月22日,43.73,17572.49
1144,2016年04月21日,43.18,17363.62
1145,2016年04月20日,42.63,16906.54
1146,2016年04月19日,41.08,16874.44
1147,2016年04月18日,39.78,16275.95
1148,2016年04月15日,40.36,16848.03
1149,2016年04月14日,41.5,16911.05
1150,2016年04月13日,41.76,16381.22
1151,2016年04月12日,42.17,15928.79
1152,2016年04月11日,40.36,15751.13
1153,2016年04月08日,39.72,15821.52
1154,2016年04月07日,37.26,15749.84
1155,2016年04月06日,37.75,15715.36
1156,2016年04月05日,35.89,15732.82
1157,2016年04月04日,35.7,16123.27
1158,2016年04月01日,36.79,16164.16
1159,2016年03月31日,38.34,16758.67
1160,2016年03月30日,38.32,16878.96
1161,2016年03月29日,38.28,17103.53
1162,2016年03月28日,39.39,17134.37
1163,2016年03月24日,39.46,16892.33
1164,2016年03月23日,39.79,17000.98
1165,2016年03月22日,41.45,17048.55
1166,2016年03月18日,39.44,16724.81
1167,2016年03月17日,40.2,16936.38
1168,2016年03月16日,38.46,16974.45
1169,2016年03月15日,36.34,17117.07
1170,2016年03月14日,37.18,17233.75
1171,2016年03月11日,38.5,16938.87
1172,2016年03月10日,37.84,16852.35
1173,2016年03月09日,38.29,16642.20
1174,2016年03月08日,36.5,16783.15
1175,2016年03月07日,37.9,16911.32
1176,2016年03月04日,35.92,17014.78
1177,2016年03月03日,34.57,16960.16
1178,2016年03月02日,34.66,16746.55
1179,2016年03月01日,34.4,16085.51
1180,2016年02月29日,33.75,16026.76
1181,2016年02月26日,32.78,16188.41
1182,2016年02月25日,33.07,16140.34
1183,2016年02月24日,32.15,15915.79
1184,2016年02月23日,31.87,16052.05
1185,2016年02月22日,31.48,16111.05
1186,2016年02月19日,29.64,15967.17
1187,2016年02月18日,30.77,16196.80
1188,2016年02月17日,30.66,15836.36
1189,2016年02月16日,29.04,16054.43
1190,2016年02月15日,30.6,16022.58
1191,2016年02月12日,29.44,14952.61
1192,2016年02月10日,27.45,15713.39
1193,2016年02月09日,27.94,16085.44
1194,2016年02月08日,29.69,17004.30
1195,2016年02月05日,30.89,16819.59
1196,2016年02月04日,31.72,17044.99
1197,2016年02月03日,32.28,17191.25
1198,2016年02月02日,29.88,17750.68
1199,2016年02月01日,31.62,17865.23
1200,2016年01月29日,33.62,17518.30
1201,2016年01月28日,33.22,17041.45
1202,2016年01月27日,32.3,17163.92
1203,2016年01月26日,31.45,16708.90
1204,2016年01月25日,30.34,17110.91
1205,2016年01月22日,32.19,16958.53
1206,2016年01月21日,29.53,16017.26
1207,2016年01月20日,26.55,16416.19
1208,2016年01月19日,28.46,17048.37
1209,2016年01月18日,30.02,16955.57
1210,2016年01月15日,29.42,17147.11
1211,2016年01月14日,31.2,17240.95
1212,2016年01月13日,30.48,17715.63
1213,2016年01月12日,30.44,17218.96
1214,2016年01月08日,33.16,17697.96
1215,2016年01月07日,33.27,17767.34
1216,2016年01月06日,33.97,18191.32
1217,2016年01月05日,35.97,18374.00
1218,2016年01月04日,36.76,18450.98
1219,2015年12月30日,36.6,19033.71
1220,2015年12月29日,37.87,18982.23
1221,2015年12月28日,36.81,18873.35
1222,2015年12月24日,38.1,18789.69
1223,2015年12月22日,36.14,18886.70
1224,2015年12月21日,34.74,18916.02
1225,2015年12月18日,34.73,18986.80
1226,2015年12月17日,34.95,19353.56
1227,2015年12月16日,35.52,19049.91
1228,2015年12月15日,37.35,18565.90
1229,2015年12月14日,36.31,18883.42
1230,2015年12月11日,35.62,19230.48
1231,2015年12月10日,36.76,19046.55
1232,2015年12月09日,37.16,19301.07
1233,2015年12月08日,37.51,19492.60
1234,2015年12月07日,37.65,19698.15
1235,2015年12月04日,39.97,19504.48
1236,2015年12月03日,41.08,19939.90
1237,2015年12月02日,39.94,19938.13
1238,2015年12月01日,41.85,20012.40
1239,2015年11月30日,41.65,19747.47
1240,2015年11月27日,41.71,19883.94
1241,2015年11月26日,42.59,19944.41
1242,2015年11月25日,43.04,19847.58
1243,2015年11月24日,42.87,19924.89
1244,2015年11月20日,40.39,19879.81
1245,2015年11月19日,40.54,19859.81
1246,2015年11月18日,40.75,19649.18
1247,2015年11月17日,40.67,19630.63
1248,2015年11月16日,41.74,19393.69
1249,2015年11月13日,40.74,19596.91
1250,2015年11月12日,41.75,19697.77
1251,2015年11月11日,42.93,19691.39
1252,2015年11月10日,44.21,19671.26
1253,2015年11月09日,43.87,19642.74
1254,2015年11月06日,44.29,19265.60
1255,2015年11月05日,45.2,19116.41
1256,2015年11月04日,46.32,18926.91
1257,2015年11月02日,46.14,18683.24
1258,2015年10月30日,46.59,19083.10
1259,2015年10月29日,46.06,18935.71
1260,2015年10月28日,45.94,18903.02
1261,2015年10月27日,43.2,18777.04
1262,2015年10月26日,43.98,18947.12
1263,2015年10月23日,44.6,18825.30
1264,2015年10月22日,45.38,18435.87
1265,2015年10月21日,45.2,18554.28
1266,2015年10月20日,45.55,18207.15
1267,2015年10月19日,45.89,18131.23
1268,2015年10月16日,47.26,18291.80
1269,2015年10月15日,46.38,18096.90
1270,2015年10月14日,46.64,17891.00
1271,2015年10月13日,46.66,18234.74
1272,2015年10月09日,49.63,18438.67
1273,2015年10月08日,49.43,18141.17
1274,2015年10月07日,47.81,18322.98
1275,2015年10月06日,48.53,18186.10
1276,2015年10月05日,46.26,18005.49
1277,2015年10月02日,45.54,17725.13
1278,2015年10月01日,44.74,17722.42
1279,2015年09月30日,45.09,17388.15
1280,2015年09月29日,45.23,16930.84
1281,2015年09月28日,44.43,17645.11
1282,2015年09月25日,45.7,17880.51
1283,2015年09月24日,44.91,17571.83
1284,2015年09月18日,44.68,18070.21
1285,2015年09月17日,46.9,18432.27
1286,2015年09月16日,47.15,18171.60
1287,2015年09月15日,44.59,18026.48
1288,2015年09月14日,44.0,17965.70
1289,2015年09月11日,44.63,18264.22
1290,2015年09月10日,45.92,18299.62
1291,2015年09月09日,44.15,18770.51
1292,2015年09月08日,45.94,17427.08
1293,2015年09月07日,44.7,17860.47
1294,2015年09月04日,46.05,17792.16
1295,2015年09月03日,46.75,18182.39
1296,2015年09月02日,46.25,18095.40
1297,2015年09月01日,45.41,18165.69
1298,2015年08月31日,49.2,18890.48
1299,2015年08月28日,45.22,19136.32
1300,2015年08月27日,42.56,18574.44
1301,2015年08月26日,38.6,18376.83
1302,2015年08月25日,39.31,17806.70
1303,2015年08月24日,38.24,18540.68
1304,2015年08月21日,40.45,19435.83
1305,2015年08月20日,41.14,20033.52
1306,2015年08月19日,40.8,20222.63
1307,2015年08月18日,42.62,20554.47
1308,2015年08月17日,41.87,20620.26
1309,2015年08月14日,42.5,20519.45
1310,2015年08月13日,42.23,20595.55
1311,2015年08月12日,43.3,20392.77
1312,2015年08月11日,43.08,20720.75
1313,2015年08月10日,44.96,20808.69
1314,2015年08月07日,43.87,20724.56
1315,2015年08月06日,44.66,20664.44
1316,2015年08月05日,45.15,20614.06
1317,2015年08月04日,45.74,20520.36
1318,2015年08月03日,45.17,20548.11
1319,2015年07月31日,47.12,20585.24
1320,2015年07月30日,48.52,20522.83
1321,2015年07月29日,48.79,20302.91
1322,2015年07月28日,47.98,20328.89
1323,2015年07月27日,47.39,20350.10
1324,2015年07月24日,48.14,20544.53
1325,2015年07月23日,48.45,20683.95
1326,2015年07月22日,49.19,20593.67
1327,2015年07月21日,50.36,20841.97
1328,2015年07月17日,50.89,20650.92
1329,2015年07月16日,50.91,20600.12
1330,2015年07月15日,51.41,20463.33
1331,2015年07月14日,53.04,20385.33
1332,2015年07月13日,52.2,20089.77
1333,2015年07月10日,52.74,19779.83
1334,2015年07月09日,52.78,19855.50
1335,2015年07月08日,51.65,19737.64
1336,2015年07月07日,52.33,20376.59
1337,2015年07月06日,52.53,20112.12
1338,2015年07月03日,55.52,20539.79
1339,2015年07月02日,56.93,20522.50
1340,2015年07月01日,56.96,20329.32
1341,2015年06月30日,59.47,20235.73
1342,2015年06月29日,58.33,20109.95
1343,2015年06月26日,59.63,20706.15
1344,2015年06月25日,59.7,20771.40
1345,2015年06月24日,60.27,20868.03
1346,2015年06月23日,61.01,20809.42
1347,2015年06月22日,59.68,20428.19
1348,2015年06月19日,59.61,20174.24
1349,2015年06月18日,60.45,19990.82
1350,2015年06月17日,59.92,20219.27
1351,2015年06月16日,59.97,20257.94
1352,2015年06月15日,59.52,20387.79
1353,2015年06月12日,59.96,20407.08
1354,2015年06月11日,60.77,20382.97
1355,2015年06月10日,61.43,20046.36
1356,2015年06月09日,60.14,20096.30
1357,2015年06月08日,58.14,20457.19
1358,2015年06月05日,59.13,20460.90
1359,2015年06月04日,58.0,20488.19
1360,2015年06月03日,59.64,20473.51
1361,2015年06月02日,61.26,20543.19
1362,2015年06月01日,60.2,20569.87
1363,2015年05月29日,60.3,20563.15
1364,2015年05月28日,57.68,20551.46
1365,2015年05月27日,57.51,20472.58
1366,2015年05月26日,58.03,20437.48
1367,2015年05月25日,59.85,20413.77
1368,2015年05月22日,59.72,20264.41
1369,2015年05月21日,60.72,20202.87
1370,2015年05月20日,58.98,20196.56
1371,2015年05月19日,57.26,20026.38
1372,2015年05月18日,59.43,19890.27
1373,2015年05月15日,59.69,19732.92
1374,2015年05月14日,59.88,19570.24
1375,2015年05月13日,60.5,19764.72
1376,2015年05月12日,60.75,19624.84
1377,2015年05月11日,59.25,19620.91
1378,2015年05月08日,59.39,19379.19
1379,2015年05月07日,58.94,19291.99
1380,2015年05月01日,59.15,19531.63
1381,2015年04月30日,59.63,19520.01
1382,2015年04月28日,57.06,20058.95
1383,2015年04月27日,56.99,19983.32
1384,2015年04月24日,57.15,20020.04
1385,2015年04月23日,57.74,20187.65
1386,2015年04月22日,56.16,20133.90
1387,2015年04月21日,55.26,19909.09
1388,2015年04月20日,56.38,19634.49
1389,2015年04月17日,55.74,19652.88
1390,2015年04月16日,56.71,19885.77
1391,2015年04月15日,56.39,19869.76
1392,2015年04月14日,53.29,19908.68
1393,2015年04月13日,51.91,19905.46
1394,2015年04月10日,51.64,19907.63
1395,2015年04月09日,50.79,19937.72
1396,2015年04月08日,50.42,19789.81
1397,2015年04月07日,53.98,19640.54
1398,2015年04月06日,52.14,19397.98
1399,2015年04月03日,49.14,19435.08
1400,2015年04月02日,49.14,19312.79
1401,2015年04月01日,50.09,19034.84
1402,2015年03月31日,47.6,19206.99
1403,2015年03月30日,48.68,19411.40
1404,2015年03月27日,48.87,19285.63
1405,2015年03月26日,51.43,19471.12
1406,2015年03月25日,49.21,19746.20
1407,2015年03月24日,47.51,19713.45
1408,2015年03月23日,47.45,19754.36
1409,2015年03月20日,45.72,19560.22
1410,2015年03月19日,43.96,19476.56
1411,2015年03月18日,44.66,19544.48
1412,2015年03月17日,43.46,19437.00
1413,2015年03月16日,43.88,19246.06
1414,2015年03月13日,44.84,19254.25
1415,2015年03月12日,47.05,18991.11
1416,2015年03月11日,48.17,18723.52
1417,2015年03月10日,48.29,18665.11
1418,2015年03月09日,50.0,18790.55
1419,2015年03月06日,49.61,18971.00
1420,2015年03月05日,50.76,18751.84
1421,2015年03月04日,51.53,18703.60
1422,2015年03月03日,50.52,18815.16
1423,2015年03月02日,49.59,18826.88
1424,2015年02月27日,49.76,18797.94
1425,2015年02月26日,48.17,18785.79
1426,2015年02月25日,50.99,18585.20
1427,2015年02月24日,49.28,18603.48
1428,2015年02月23日,49.45,18466.92
1429,2015年02月20日,50.34,18332.30
1430,2015年02月19日,51.16,18264.79
1431,2015年02月18日,52.14,18199.17
1432,2015年02月17日,53.53,17987.09
1433,2015年02月16日,53.61,18004.77
1434,2015年02月13日,52.78,17913.36
1435,2015年02月12日,51.21,17979.72
1436,2015年02月10日,50.02,17652.68
1437,2015年02月09日,52.86,17711.93
1438,2015年02月06日,51.69,17648.50
1439,2015年02月05日,50.48,17504.62
1440,2015年02月04日,48.45,17678.74
1441,2015年02月03日,53.05,17335.85
1442,2015年02月02日,49.57,17558.04
1443,2015年01月30日,48.24,17674.39
1444,2015年01月29日,44.53,17606.22
1445,2015年01月28日,44.45,17795.73
1446,2015年01月27日,46.23,17768.30
